id,hd,hr,gl,bf,proper,ra,dec,dist,mag,spect,bayer,flam,lum,con,hip
21717,29875.0,1502.0,Gl 174.1A,Alp Cae,,4.676039,-41.863752,20.1654,4.44,F2V,Alp,,5.931984396649727,Cae,21770.0
21008,28873.0,1443.0,,Del Cae,,4.513916,-44.953749,215.9827,5.07,B2IV-V,Del,,380.8903764981352,Cae,21060.0
32521,50241.0,2550.0,Gl 248,Alp Pic,,6.803194,-61.941391,29.6033,3.24,A7IV,Alp,,38.618908944898976,Pic,32607.0
27461,39523.0,2042.0,,Gam Pic,,5.830451,-56.166663,54.2005,4.5,K1III,Gam,,40.55085354483837,Pic,27530.0
27253,39060.0,2020.0,Gl 219,Bet Pic,,5.788079,-51.066514,19.4401,3.85,A3V,Bet,,9.488553267278007,Pic,27321.0
28309,40312.0,2095.0,,37The Aur,Mahasim,5.995351,37.212585,50.7614,2.65,A0p Si,The,37.0,195.52396696208865,Aur,28380.0
28288,40183.0,2088.0,GJ 3375,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,1.9,A2V,Bet,34.0,93.58365435835302,Aur,28360.0
24549,34029.0,1708.0,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,0.08,M1: comp,Alp,13.0,139.3156802945302,Aur,24608.0
23398,32068.0,1612.0,,8Zet Aur,Saclateni,5.041301,41.075837,240.9639,3.69,K4II comp,Zet,8.0,1690.440931643265,Aur,23453.0
22961,31398.0,1577.0,,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,2.69,K3IIvar,Iot,3.0,1673.4009068393125,Aur,23015.0
25364,35497.0,1791.0,,112Bet Tau,Elnath,5.438198,28.60745,41.0509,1.65,B7III,Bet,112.0,321.21809339879854,Aur,25428.0
24378,34085.0,1713.0,,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,0.18,B8Ia,Bet,19.0,51665.42425669497,Ori,24436.0
27298,38771.0,2004.0,,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,2.07,B0.5Iavar,Kap,53.0,5095.654806081146,Ori,27366.0
26662,37742.0,1948.0,,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,1.74,O9.5Ib SB,Zet,50.0,8937.169608501978,Ori,26727.0
26246,37128.0,1903.0,,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.69,B0Ia,Eps,46.0,67483.87308707573,Ori,26311.0
25865,36486.0,1852.0,,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,2.25,O9.5II,Del,34.0,4943.106869868354,Ori,25930.0
25273,35468.0,1790.0,,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,1.64,B2III,Gam,24.0,1152.3913771994878,Ori,25336.0
26142,36861.0,1879.0,,39Lam Ori,Meissa,5.585633,9.934158,336.7003,3.39,O...,Lam,39.0,4349.106072324538,Ori,26207.0
27919,39801.0,2061.0,,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,0.45,M2Ib,Alp,58.0,13415.28798266127,Ori,27989.0
23069,31767.0,1601.0,,10Pi 6Ori,,4.975806,1.714016,289.8551,4.47,K2IIvar,Pi-6,10.0,1192.3396878859664,Ori,23123.0
22677,31139.0,1562.0,,5    Ori,,4.889659,2.508225,181.1594,5.33,M1III,,5.0,210.86281499332887,Ori,22730.0
22496,30836.0,1552.0,,3Pi 4Ori,,4.853434,5.605104,322.5806,3.68,B2III SB,Pi-4,3.0,3056.3282803659663,Ori,22549.0
22396,30652.0,1543.0,Gl 178,1Pi 3Ori,Tabit,4.830669,6.961276,8.0684,3.19,F6V,Pi-3,1.0,3.003308878676558,Ori,22449.0
22456,30739.0,1544.0,,2Pi 2Ori,,4.843534,8.900176,68.8231,4.35,A1Vn,Pi-2,2.0,75.09309424540648,Ori,22509.0
22792,31295.0,1570.0,,7Pi 1Ori,,4.914924,10.150833,35.6633,4.64,A0V,Pi-1,7.0,15.431210656577916,Ori,22845.0
28543,40932.0,2124.0,,61Mu  Ori,,6.039722,9.647276,47.5059,4.12,Am...,Mu,61.0,44.21809210742687,Ori,28614.0
28966,41753.0,2159.0,,67Nu  Ori,,6.126201,14.768472,158.2278,4.42,B3IV,Nu,67.0,371.8775833249358,Ori,29038.0
27844,39587.0,2047.0,Gl 222A,54Chi1Ori,,5.906386,20.276174,8.6633,4.39,G0V,Chi-1,54.0,1.1460405911366025,Ori,27913.0
28645,41117.0,2135.0,,62Chi2Ori,,6.065329,20.138452,552.4862,4.64,B2Iavar,Chi-2,62.0,3705.100563019244,Ori,28716.0
29361,42545.0,2198.0,,69    Ori,,6.200911,16.130406,162.0746,4.95,B5Vn,,69.0,239.6624529408638,Ori,29434.0
29353,42560.0,2199.0,,70Xi  Ori,,6.198999,14.208765,186.2197,4.45,B3IV,Xi,70.0,501.18723362727246,Ori,29426.0
24813,34863.0,1757.0,,7Nu  Lep,,5.333062,-12.315585,102.2495,5.29,B7/B8V,Nu,7.0,69.69473963563203,Lep,24873.0
24785,34816.0,1756.0,,6Lam Lep,,5.326257,-13.176788,261.0966,4.29,B0.5IV,Lam,6.0,1141.8261895482235,Lep,24845.0
24249,33904.0,1702.0,,5Mu  Lep,,5.215528,-16.205468,57.0125,3.29,B9IV: HgMn,Mu,5.0,136.77288255958496,Lep,24305.0
23630,32887.0,1654.0,,2Eps Lep,,5.091018,-22.371032,65.4022,3.19,K4III,Eps,2.0,197.33312795365023,Lep,23685.0
24187,33802.0,1696.0,,3Iot Lep,,5.204973,-11.869219,71.0732,4.45,B8V,Iot,3.0,73.04659895204111,Lep,24244.0
24270,33949.0,1705.0,,4Kap Lep,,5.220522,-12.941291,223.2143,4.36,B7V,Kap,4.0,782.708409590612,Lep,24327.0
25920,36673.0,1865.0,,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,2.58,F0Ib,Alp,11.0,37428.29122408052,Lep,25985.0
25542,36079.0,1829.0,,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,2.81,G5II,Bet,9.0,158.1976398601154,Lep,25606.0
27006,38393.0,1983.0,Gl 216A,13Gam Lep,,5.741057,-22.448382,8.927,3.59,F7V,Gam,13.0,2.544485615146636,Lep,27072.0
27585,39364.0,2035.0,,15Del Lep,,5.855357,-20.879089,34.8675,3.76,G8III/IV,Del,15.0,33.17416496945389,Lep,27654.0
28837,41695.0,2155.0,,18The Lep,,6.10259,-14.935254,52.9661,4.67,A0V,The,18.0,33.11311214825911,Lep,28910.0
28032,40136.0,2085.0,Gl 225,16Eta Lep,,5.940082,-14.1677,14.8787,3.71,F1V,Eta,16.0,6.327031548665008,Lep,28103.0
27220,38678.0,1998.0,Gl 217.1,14Zet Lep,,5.782595,-14.82195,21.6076,3.55,A2Vann,Zet,14.0,15.459662193866745,Lep,27288.0
30204,44762.0,2296.0,,Del Col,,6.368564,-33.4364,71.736,3.85,G7II,Del,,129.30043917962797,Col,30277.0
29734,43785.0,2256.0,,Kap Col,,6.275871,-35.140519,55.9597,4.37,G8II,Kap,,48.70796664925366,Col,29807.0
28127,40494.0,2106.0,,Gam Col,,5.958947,-35.28328,266.6667,4.36,B2.5IV,Gam,,1116.863247780561,Col,28199.0
27559,39425.0,2040.0,,Bet Col,Wazn,5.849329,-35.768309,26.7308,3.12,K1.5III,Bet,,35.15604405282981,Col,27628.0
26569,37795.0,1956.0,,Alp Col,Phact,5.660817,-34.074108,80.1282,2.65,B7IV,Alp,,487.0796664925367,Col,26634.0
25794,36597.0,1862.0,,Eps Col,,5.520209,-35.470519,80.7103,3.86,K1II/III,Eps,,162.181009735893,Col,25859.0
28256,40808.0,2120.0,,Eta Col,,5.985778,-42.815135,144.7178,3.96,K0III,Eta,,475.55417631520834,Col,28328.0
37340,61935.0,2970.0,,26Alp Mon,,7.687454,-9.551131,45.3104,3.94,K0III,Alp,26.0,47.46789794829222,Mon,37447.0
39750,67594.0,3188.0,,29Zet Mon,,8.143236,-2.983786,324.6753,4.36,G2Ib,Zet,29.0,1655.0076287699912,Mon,39863.0
34677,55185.0,2714.0,,22Del Mon,,7.197739,-0.492764,117.7856,4.15,A2V,Del,22.0,264.24087573219475,Mon,34769.0
30346,44769.0,2298.0,,8Eps Mon,,6.396135,4.592865,37.4953,4.39,A5IV,Eps,8.0,21.47830474130533,Mon,30419.0
30794,45725.0,2356.0,,11Bet Mon,,6.480297,-7.033062,207.4689,3.76,B3Ve,Bet,11.0,1174.8975549395302,Mon,30867.0
29578,43232.0,2227.0,,5Gam Mon,,6.247592,-6.274776,152.6718,3.99,K3III,Gam,5.0,514.7543199312626,Mon,29651.0
28664,41116.0,2134.0,,1    Gem,,6.068671,23.263341,47.5511,4.16,G7III,,1.0,42.69725940480335,Gem,28734.0
29582,42995.0,2216.0,,7Eta Gem,Propus,6.247961,22.506799,117.9245,3.31,M3III,Eta,7.0,574.3809134963176,Gem,29655.0
30270,44478.0,2286.0,,13Mu  Gem,Tejat,6.382673,22.513586,71.0227,2.87,M3IIIvar,Mu,13.0,312.4640085806112,Gem,30343.0
32161,48329.0,2473.0,,27Eps Gem,Mebsuta,6.732202,25.131124,259.0674,3.06,A3mA6-A9,Eps,27.0,3489.7956743787418,Gem,32246.0
34601,54719.0,2697.0,,46Tau Gem,,7.185659,30.245163,98.4252,4.41,K2III,Tau,46.0,145.34496779183144,Gem,34693.0
36744,60179.0,2891.0,Gl 278A,66Alp Gem,Castor,7.576634,31.888276,15.5958,1.58,A2Vm,Alp,66.0,49.43106869868354,Gem,36850.0
30810,45542.0,2343.0,,18Nu  Gem,,6.482719,20.212133,166.9449,4.13,B6III,Nu,18.0,541.0034068634678,Gem,30883.0
32932,50019.0,2540.0,,34The Gem,,6.879816,33.961254,57.971,3.6,A3III,The,34.0,106.26738654024652,Gem,33018.0
35946,58207.0,2821.0,,60Iot Gem,,7.428779,27.79808,36.9004,3.78,G9III+...,Iot,60.0,36.47539469256078,Gem,36046.0
37633,62345.0,2985.0,,77Kap Gem,,7.740793,24.397993,43.3463,3.57,G8III,Kap,77.0,61.09420249055721,Gem,37740.0
37718,62509.0,2990.0,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,1.16,K0IIIvar,Bet,78.0,32.09223768048434,Gem,37826.0
36856,60522.0,2905.0,,69Ups Gem,,7.598708,26.895741,83.0565,4.06,K5III,Ups,69.0,142.82360800191825,Gem,36962.0
35453,56986.0,2777.0,Gl 271A,55Del Gem,Wasat,7.335383,21.98232,18.5391,3.5,F0IV...,Del,55.0,11.912420080273744,Gem,35550.0
35253,56537.0,2763.0,GJ 9231A,54Lam Gem,,7.30155,16.540383,30.931,3.58,A3V...,Lam,54.0,30.81768416611512,Gem,35350.0
32276,48737.0,2484.0,Gl 242,31Xi  Gem,Alzirr,6.754824,12.895591,17.9986,3.35,F5IV,Xi,31.0,12.894366199598707,Gem,32362.0
31601,47105.0,2421.0,,24Gam Gem,Alhena,6.628528,16.399252,33.5121,1.93,A0IV,Gam,24.0,165.34840121711517,Gem,31681.0
34000,52973.0,2650.0,,43Zet Gem,Mekbuda,7.068481,20.570297,421.9409,4.01,G3Ibv SB,Zet,43.0,3858.335599053513,Gem,34088.0
45106,80007.0,3685.0,,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,1.67,A2IV,Bet,,225.32013356294823,Car,45238.0
49958,89080.0,4037.0,,Ome Car,,10.228961,-70.037903,104.8218,3.29,B8III,Ome,,462.1681360922447,Car,50099.0
52268,93030.0,4199.0,,The Car,,10.715949,-64.39445,139.6648,2.74,B0Vp,The,,1361.4446824659497,Car,52419.0
52317,93070.0,4200.0,,,,10.725639,-60.566619,349.6503,4.58,K3Ib,,,1567.4727518004374,Car,52468.0
54304,96918.0,4337.0,,,,11.143165,-58.975037,100000.0,3.93,G0Ia0,,,233345806.22810045,Car,54463.0
53099,94510.0,4257.0,Gl 404.1,,,10.891559,-58.853171,29.129,3.78,K0III-IV...,,,22.740499508958955,Car,53253.0
51087,90853.0,4114.0,,,,10.464649,-58.739403,411.5226,3.81,F2II,,,4413.671434634397,Car,51232.0
50229,89388.0,4050.0,,,,10.28472,-61.332304,201.6129,3.39,K3II,,,1560.270868693062,Car,50371.0
45425,80404.0,3699.0,,Iot Car,Aspidiske,9.284838,-59.275229,234.7418,2.21,A8Ib,Iot,,6269.024974761646,Car,45556.0
44952,79351.0,3659.0,,,,9.182804,-58.966896,136.9863,3.43,B2IV,,,693.7452139421235,Car,45080.0
42449,74375.0,3457.0,,,,8.676953,-59.761003,442.4779,4.31,B1.5III,,,3218.103443093442,Car,42568.0
40921,71129.0,3307.0,,Eps Car,Avior,8.375236,-59.509483,185.5288,1.86,K3III+B2V,Eps,,5405.053537086696,Car,41037.0
30365,45348.0,2326.0,,Alp Car,Canopus,6.399195,-52.69566,94.7867,-0.62,F0Ib,Alp,,13854.791675667217,Car,30438.0
31605,47670.0,2451.0,,Nu  Pup,,6.629353,-43.195934,113.8952,3.17,B8III SB,Nu,,609.8176639987851,Pup,31685.0
35169,56855.0,2773.0,,Pi  Pup,,7.285711,-37.09747,247.5248,2.71,K3Ib,Pi,,4397.440784473689,Pup,35264.0
38062,63700.0,3045.0,,7Xi  Pup,Azmidi,7.821571,-24.859786,367.6471,3.34,G6Ia,Xi,7.0,5430.002130657378,Pup,38170.0
39644,67523.0,3185.0,,15Rho Pup,Tureis,8.125737,-24.304324,19.4818,2.83,F2mF5IIp,Rho,15.0,24.389337302789126,Pup,39757.0
39318,66811.0,3165.0,,Zet Pup,Naos,8.059737,-40.003148,332.2259,2.21,O5IAf,Zet,,12554.51673687138,Pup,39429.0
36274,59717.0,2878.0,,Sig Pup,,7.487179,-43.301432,59.3824,3.25,K5III SB,Sig,,153.88631498199555,Pup,36377.0
32682,50310.0,2553.0,,Tau Pup,,6.832266,-50.61456,55.8036,2.94,K0III...,Tau,,180.8006552110008,Pup,32768.0
32263,48915.0,2491.0,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-1.44,A0m...,Alp,9.0,22.82443312173504,CMa,32349.0
31512,47205.0,2429.0,Gl 239.1,7Nu 2CMa,,6.611399,-19.255879,19.7511,3.95,K1III+...,Nu-2,7.0,8.937169608501975,CMa,31592.0
33065,50877.0,2580.0,,16Omi1CMa,,6.902209,-24.184211,100000.0,3.89,K3Iab,Omi-1,16.0,242102904.673618,CMa,33152.0
33769,52877.0,2646.0,,22Sig CMa,Nganurganity,7.028652,-27.93483,343.6426,3.49,K4III,Sig,22.0,4134.281080471351,CMa,33856.0
34354,54605.0,2693.0,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,1.83,F8Ia,Del,25.0,39192.2322454977,CMa,34444.0
33888,53138.0,2653.0,,24Omi2CMa,,7.050409,-23.833291,847.4576,3.02,B3Ia,Omi-2,24.0,38761.44867002412,CMa,33977.0
33956,53244.0,2657.0,,23Gam CMa,Muliphein,7.062637,-15.633286,135.5014,4.11,B8II,Gam,23.0,363.0780547701014,CMa,34045.0
33260,51309.0,2596.0,,20Iot CMa,,6.935618,-17.054242,769.2308,4.36,B3Ib/II,Iot,20.0,9289.663867799363,CMa,33347.0
33073,50778.0,2574.0,,14The CMa,,6.903167,-12.038628,79.9361,4.08,K4III,The,14.0,129.89726288978545,CMa,33160.0
30251,44743.0,2294.0,,2Bet CMa,Mirzam,6.378329,-17.955918,151.0574,1.98,B1II/III,Bet,2.0,3209.223768048436,CMa,30324.0
31339,46933.0,2414.0,,5Xi 2CMa,,6.584274,-22.964793,135.318,4.54,A0III,Xi-2,5.0,243.6688423459584,CMa,31416.0
35806,58350.0,2827.0,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,2.45,B5Ia,Eta,31.0,33915.6386905822,CMa,35904.0
34943,56139.0,2749.0,,28Ome CMa,,7.246849,-26.772667,279.3296,4.01,B2IV/Ve,Ome,28.0,1691.9986025030057,CMa,35037.0
32672,50013.0,2538.0,,13Kap CMa,,6.830683,-32.508478,202.0202,3.5,B1.5IVne,Kap,13.0,1415.1419329314303,CMa,32759.0
33492,52089.0,2618.0,,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,1.5,B2II,Eps,21.0,3375.981048554255,CMa,33579.0
30049,44402.0,2282.0,,1Zet CMa,Furud,6.338553,-30.063367,111.1111,3.02,B2.5V,Zet,1.0,666.1929002234552,CMa,30122.0
45728,80493.0,3705.0,,40Alp Lyn,,9.350925,34.392562,62.2665,3.14,M0IIIvar,Alp,40.0,187.24058959867972,Lyn,45860.0
45557,80081.0,3690.0,,38    Lyn,,9.314069,36.802597,38.2702,3.82,A1V,,38.0,37.80941866832965,Lyn,45688.0
44572,77912.0,3612.0,,,,9.108825,38.452215,250.6266,4.56,G8Ib-II,,,820.3515443298185,Lyn,44700.0
44120,76943.0,3579.0,Gl 332A,,,9.010685,41.782911,16.0694,3.96,F5V,,,5.861381645140285,Lyn,44248.0
40959,70272.0,3275.0,,31    Lyn,Alsciaukat,8.380588,43.188131,117.2333,4.25,K5III,,31.0,238.7811282913176,Lyn,41075.0
36044,58142.0,2818.0,,21    Lyn,,7.445237,49.211527,83.8926,4.61,A1V,,21.0,87.82132798980062,Lyn,36145.0
33362,50522.0,2560.0,,15    Lyn,,6.954612,58.422759,54.6747,4.35,G5III-IV,,15.0,47.38053933388255,Lyn,33449.0
29987,43378.0,2238.0,,2    Lyn,,6.327052,59.010964,48.0077,4.44,A2Vs,,2.0,33.6356635748362,Lyn,30060.0
44254,78045.0,3615.0,Gl 333.3,Alp Vol,,9.040777,-66.396076,38.2995,4.0,Am,Alp,,32.09223768048434,Vol,44382.0
41195,71878.0,3347.0,GJ 3499,Bet Vol,,8.428951,-66.13689,32.9707,3.77,K2IIIvar,Bet,,29.40356573672507,Vol,41312.0
39681,68520.0,3223.0,,Eps Vol,,8.132173,-68.617062,172.4138,4.35,B6IV,Eps,,471.194269420276,Vol,39794.0
37397,63295.0,3024.0,,Zet Vol,,7.697004,-72.606098,43.2339,3.93,K0III,Zet,,43.61139713930644,Vol,37504.0
34389,55865.0,2736.0,,Gam2Vol,,7.145788,-70.498932,42.8633,3.78,G8IIIvar,Gam-2,,49.20395356814509,Vol,34481.0
35132,57623.0,2803.0,,Del Vol,,7.280508,-67.957152,226.2443,3.97,F6II,Del,,1151.330474155817,Vol,35228.0
