,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
3293,3300.0,3901.0,179.0,,19Xi  Cas,,0.701081,50.512526,438.5965,12.32,-6.48,-10.0,4.8,-3.41,B2.5V,-0.105,274.222888,50.904565,338.492753,-7.2e-07,2.651e-05,-1.665e-05,0.1835425616291476,0.8816098861106475,5.97290454e-08,-3.1415926e-08,Xi,19.0,Cas,1,3293,,2013.7242498623896,,,
3323,3330.0,4089.0,187.0,,Rho Tuc,,0.707869,-65.46803,41.0341,54.11,41.12,14.0,5.38,2.314,F6V,0.515,16.745713,3.139387,-37.330055,1.117e-05,1.305e-05,-9.63e-06,0.1853196904109723,-1.1426326776403812,2.623326825e-07,1.99355385e-07,Rho,,Tuc,1,3323,,10.33713052350584,,,
3347,3356.0,4065.0,185.0,,Lam1Scl,,0.711914,-38.463483,145.1379,2.49,-6.25,10.0,6.05,0.241,B9.5V,-0.024,111.67562,21.058364,-90.278111,4.86e-06,2.7e-06,-9.8e-06,0.1863787206287806,-0.6713144121324813,1.20718606e-08,-3.0300855e-08,Lam-1,,Scl,1,3347,,69.75896043328048,,,
3398,3405.0,4150.0,191.0,,Eta Phe,,0.722567,-57.46306,75.5287,-5.16,15.5,2.0,4.36,-0.031,A0IV,0.024,39.897951,7.638724,-63.674097,6.13e-06,-7.5e-07,1.33e-06,0.1891675831066232,-1.00291959247145,-2.50163859e-08,7.514612e-08,Eta,,Phe,1,3398,,89.61898068616138,,,
3407,3414.0,4058.0,184.0,,20Pi  Cas,,0.724466,47.024546,53.6769,-24.52,-37.16,13.0,4.95,1.301,A5V,0.17,35.934654,6.898434,39.272564,1.705e-05,-3.22e-06,3.14e-06,0.1896646678322483,0.8207331596283237,-1.188763145e-07,-1.80156763e-07,Pi,20.0,Cas,1,3407,,26.27846540838493,Pi,4.962,4.942
3413,3419.0,4128.0,188.0,Gl 31,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,232.79,32.71,13.3,2.04,-0.312,K0III,1.019,27.583638,5.310463,-9.119792,7.82e-06,3.545e-05,2.5e-07,0.1901946422304609,-0.3139254704026524,1.128597767e-06,1.58582554e-07,Bet,16.0,Cet,1,3413,,116.0913870126182,,,
3448,3455.0,4188.0,194.0,,17Phi1Cet,,0.7365,-10.60955,71.6332,-6.96,-113.88,1.0,4.77,0.494,K0IIIvar,0.998,69.103848,13.491898,-13.188762,-5.7e-06,-3.57e-06,-3.906e-05,0.1928153487484685,-0.1851715869259162,-3.37430322e-08,-5.52105819e-07,Phi-1,17.0,Cet,1,3448,,55.25861556300781,,,
3449,3456.0,4211.0,195.0,,Lam2Scl,,0.736683,-38.421686,103.8422,247.02,120.68,27.0,5.9,0.818,K1III,1.144,79.84779,15.593763,-64.532299,3.445e-05,0.00013343,3.043e-05,0.1928632068840949,-0.6705849176099462,1.1975867537e-06,5.85073149e-07,Lam-2,,Scl,1,3449,,41.00152405066133,,,
3496,3504.0,4180.0,193.0,,22Omi Cas,,0.74542,48.284364,215.5172,17.79,-7.62,-17.0,4.48,-2.187,B5III,-0.069,140.690195,27.809754,160.874126,-9.12e-06,1.714e-05,-1.828e-05,0.1951505336730954,0.8427211297504825,8.62483538e-08,-3.6942802e-08,Omi,22.0,Cas,1,3496,,652.8298441586142,Omi,4.497,4.457
3551,3559.0,4307.0,203.0,GJ 1020,18    Cet,,0.757969,-12.88081,30.9981,-32.25,-205.68,-12.8,6.15,3.693,G2V,0.603,29.624957,5.957047,-6.910183,-1.831e-05,-8.63e-06,-2.721e-05,0.1984358149163951,-0.2248125371918075,-1.56352412e-07,-9.97164778e-07,,18.0,Cet,1,3551,,2.902685610499052,,,
3564,3572.0,4161.0,192.0,,21    Cas,,0.760862,74.988073,93.0233,-14.93,-21.86,9.0,5.64,0.797,A2IV,0.078,23.618496,4.767825,89.848671,1.3e-05,-4.24e-06,6.34e-06,0.199193158651528,1.3087887726726375,-7.23826825e-08,-1.0598027e-07,,21.0,Cas,1,3564,,41.80228289540325,YZ,5.833,5.633
3624,3632.0,4408.0,211.0,,57    Psc,,0.775822,15.475504,238.0952,-29.45,-44.22,-27.0,5.36,-1.524,M4III,1.559,224.74591,46.286311,63.530014,-5.87e-06,-3.591e-05,-5.656e-05,0.2031096946957469,0.2700985051346712,-1.427776289e-07,-2.14384609e-07,,57.0,Psc,1,3624,,354.48674447379983,EL,5.41,5.32
3667,3675.0,4482.0,213.0,,58    Psc,,0.783738,11.973849,86.8056,53.83,-35.12,-1.0,5.51,0.817,G8II,0.987,83.135681,17.301446,18.009142,-2.59e-06,2.26e-05,-1.467e-05,0.2051821995330371,0.208983093167565,2.609752042e-07,-1.70266564e-07,,58.0,Psc,1,3667,,41.03930524610162,,,
3677,3685.0,4490.0,214.0,,59    Psc,,0.787118,19.578702,100.6036,107.75,6.66,0.0,6.11,1.097,F0Vn,0.27,92.781521,19.394526,33.712404,-1.182e-05,5.122e-05,3.06e-06,0.2060668838839819,0.3417128195251712,5.223867408e-07,3.2288591e-08,,59.0,Psc,1,3677,,31.71027438947892,XX,6.128,6.098
3685,3693.0,4502.0,215.0,,34Zet And,,0.788981,24.267178,58.0046,-101.23,-81.89,-24.0,4.08,0.263,K1II,1.1,51.755023,10.844894,23.839349,-6.8e-06,-3.051e-05,-3.108e-05,0.2065547077022227,0.4235421551281737,-4.907768888e-07,-3.97013923e-07,Zet,34.0,And,1,3685,,68.35967668381046,Zet,4.112,4.042
3689,3697.0,4526.0,216.0,,60    Psc,,0.789898,6.740956,141.2429,14.42,-10.26,14.0,5.98,0.23,G8III,0.941,137.278099,28.800101,16.579198,1.27e-05,1.275e-05,-5.3e-06,0.2067947377136614,0.1176518837585237,6.99101327e-08,-4.9741883e-08,,60.0,Psc,1,3689,,70.46930689671467,,,
3713,3721.0,4382.0,208.0,,23    Cas,,0.796119,74.847573,236.4066,15.03,-5.94,-3.0,5.42,-1.448,B8III,-0.066,60.456458,12.786343,228.187629,2.08e-06,1.805e-05,-4.74e-06,0.2084234705905916,1.306336583018095,7.28674962e-08,-2.8797932e-08,,23.0,Cas,1,3713,,330.5217168699801,,,
3722,3730.0,4568.0,217.0,,61    Psc,,0.798562,20.925346,57.0451,160.09,14.46,1.0,6.51,2.729,F8V,0.521,52.122595,11.058513,20.373731,-9.65e-06,4.321e-05,4.1e-06,0.2090629402094355,0.3652161814105075,7.761382212e-07,7.0104058e-08,,61.0,Psc,1,3722,,7.053424142580965,,,
3752,3760.0,4627.0,221.0,,62    Psc,,0.804836,7.299928,177.6199,111.61,3.41,-0.7,5.92,-0.327,G8III,1.104,172.283739,36.848083,22.568981,-2.116e-05,9.375e-05,2.82e-06,0.2107055676298026,0.1274077786562775,5.411005489e-07,1.6532146e-08,,62.0,Psc,1,3752,,117.70637907805684,,,
3773,3781.0,4815.0,236.0,,Lam Hyi,,0.809777,-74.923438,64.9351,133.21,-34.59,-9.0,5.09,1.028,K5III,1.345,16.512027,3.554214,-62.699898,-2.144e-05,3.828e-05,6.06e-06,0.2119990529276588,-1.307660671349205,6.458203039e-07,-1.67697052e-07,Lam,,Hyi,1,3773,,33.7909187437723,,,
3778,3786.0,4656.0,224.0,,63Del Psc,,0.811373,7.585079,95.4198,83.14,-50.48,32.0,4.44,-0.458,K5III,1.5,92.459279,19.940749,12.595285,2.662e-05,4.508e-05,-1.883e-05,0.2124170298983226,0.1323846045779812,4.03074094e-07,-2.44733945e-07,Del,63.0,Psc,1,3778,,132.8005886243731,,,
3793,3801.0,4636.0,223.0,,25Nu  Cas,,0.813892,50.968168,126.2626,30.28,-9.82,9.0,4.9,-0.606,B9III,-0.091,77.715955,16.814743,98.08037,6.31e-06,2.033e-05,3.36e-06,0.2130764095138466,0.8895623384238488,1.468015825e-07,-4.7608703e-08,Nu,25.0,Cas,1,3793,,152.1948650903652,,,
3802,3810.0,4676.0,225.0,Gl 34.1,64    Psc,,0.816308,16.940644,23.4522,-2.33,-201.57,3.8,5.07,3.219,F8V...,0.502,21.92421,4.758056,6.833532,1.021e-05,1.95e-06,-2.079e-05,0.2137089001586108,0.2956700101593187,-1.12961588e-08,-9.77238935e-07,,64.0,Psc,1,3802,,4.491588901059317,,,
3814,3821.0,4614.0,219.0,Gl 34A,24Eta Cas,Achird,0.81826,57.815187,5.9531,1087.11,-559.65,8.2,3.46,4.586,G0V SB,0.587,3.098462,0.674227,5.038376,1.105e-05,3.451e-05,-1.5e-06,0.2142198755075235,1.0090653769770737,5.2704580027e-06,-2.713259763e-06,Eta,24.0,Cas,1,3814,Gl  34,1.2752637064597296,Eta,3.507,3.457
3871,3881.0,4727.0,226.0,,35Nu  And,,0.830234,41.078911,189.3939,22.68,-18.05,-24.0,4.53,-1.857,B5V SB,-0.136,139.406857,30.787155,124.45018,-1.192e-05,1.869e-05,-2.862e-05,0.217354793112749,0.7169622462973962,1.099557428e-07,-8.7508869e-08,Nu,35.0,And,1,3871,,481.7259035591634,,,
3875,3885.0,4757.0,230.0,,65    Psc,,0.831433,27.710286,88.574,86.54,-10.2,5.0,5.55,0.813,F5III+...,0.398,76.565167,16.93417,41.187019,-1.62e-06,3.77e-05,-1.5e-06,0.2176686821303926,0.4836357313037937,4.195577592e-07,-4.9450995e-08,,65.0,Psc,1,3875,,41.19077848677376,,,
3899,3909.0,4813.0,235.0,Gl 37,19Phi2Cet,,0.835443,-10.644326,15.753,-224.67,-228.44,8.2,5.17,4.183,F7IV-V,0.514,15.113168,3.359263,-2.909778,8.62e-06,-1.566e-05,-1.869e-05,0.2187183562296591,-0.1857785286982462,-1.0892308961e-06,-1.107508371e-06,Phi-2,19.0,Cet,1,3899,,1.848417195369656,,,
3939,3949.0,4919.0,242.0,,Rho Phe,,0.844768,-50.986816,74.239,62.99,44.67,22.0,5.24,0.887,F2III,0.356,45.595244,10.251595,-57.683939,2.103e-05,2.796e-05,-7.36e-06,0.2211597441112021,-0.8898878070451287,3.053841374e-07,2.16566271e-07,Rho,,Phe,1,3939,,38.47689338937884,Rho,5.279,5.209
4075,4084.0,5190.0,252.0,,Lam1Tuc,,0.873477,-69.503764,63.2911,3.81,-68.87,30.0,6.67,2.663,F7IV/V,0.518,21.584297,5.023683,-59.28472,-9.08e-06,-9.1e-07,-3.614e-05,0.2286756166247607,-1.2130695195478336,1.84714012e-08,-3.33891181e-07,Lam-1,,Tuc,1,4075,,7.49548949791958,,6.741,6.451
4137,4147.0,5112.0,248.0,,20    Cet,,0.883471,-1.14426,179.8561,6.49,-16.29,16.0,4.78,-1.495,M0III,1.55,175.031944,41.221192,-3.591689,1.435e-05,9.19e-06,-1.453e-05,0.2312920693135688,-0.019971107041295,3.14644079e-08,-7.8976148e-08,,20.0,Cet,1,4137,,345.1437393358564,,,
4247,4257.0,5268.0,255.0,,21    Cet,,0.904887,-8.740662,131.406,16.98,-47.34,45.0,6.15,0.557,G5IV,0.911,126.25279,30.481502,-19.968818,3.722e-05,2.011e-05,-3.68e-05,0.2368988303119258,-0.152553323219465,8.2321363e-08,-2.29510796e-07,,21.0,Cet,1,4247,,52.14347854144576,,,
4257,4267.0,5267.0,254.0,,66    Psc,,0.909785,19.188417,108.1081,11.05,-7.69,10.0,5.8,0.631,A1Vn,-0.016,99.219532,24.089496,35.532538,9.31e-06,8.22e-06,-4.4e-07,0.2381811867542274,0.334901061780995,5.35719117e-08,-3.7282172e-08,,66.0,Psc,1,4257,,48.70796664925366,,,
4278,4288.0,5286.0,258.0,,36    And,,0.916139,23.628335,37.9795,137.06,-45.58,2.0,5.46,2.562,K1IV,1.012,33.799462,8.265744,15.222273,-9.1e-07,2.576e-05,-6.87e-06,0.2398445862492675,0.4123922444418437,6.644856306e-07,-2.20978075e-07,,36.0,And,1,4278,,8.226213938831098,,,
4282,4292.0,5234.0,253.0,,26Ups1Cas,,0.916715,58.972698,100.7049,-32.24,-40.69,-23.0,4.83,-0.185,K2III,1.216,50.420166,12.338344,86.296046,8.5e-06,-1.412e-05,-3.04e-05,0.2399954393406071,1.0292677418814975,-1.563039306e-07,-1.97270686e-07,Ups-1,26.0,Cas,1,4282,,103.2761405761398,,,
4283,4293.0,5457.0,270.0,,Lam2Tuc,,0.916751,-69.527084,68.0272,7.92,-43.35,5.0,5.45,1.287,G7III,1.095,23.111518,5.655909,-63.730483,-1.189e-05,-2.2e-07,-9.79e-06,0.2400048769758806,-1.2134765379588874,3.83972435e-08,-2.1016673e-07,Lam-2,,Tuc,1,4283,,26.619506511518374,,,
4356,4366.0,5382.0,262.0,,67    Psc,,0.93292,27.209381,77.7605,-19.87,11.09,-8.0,6.08,1.626,A5IV,0.133,67.103175,16.722974,35.555454,-7.1e-06,-9.49e-06,-2e-08,0.2442377870908146,0.4748932834510738,-9.63324783e-08,5.3765837e-08,,67.0,Psc,1,4356,,19.480495532907653,,,
4361,4371.0,5437.0,267.0,,22Phi3Cet,,0.933747,-11.266526,168.9189,-26.79,-8.01,-26.0,5.35,-0.788,K4III,1.505,160.738174,40.095029,-33.002182,-2.124e-05,-2.791e-05,-1.24e-06,0.244454478536131,-0.1966379787937812,-1.29881585e-07,-3.8833575e-08,Phi-3,22.0,Cet,1,4361,,179.9699516577357,,,
4412,4422.0,5395.0,265.0,,28Ups2Cas,Castula,0.944432,59.181056,61.2745,-92.56,-45.33,-47.0,4.62,0.684,G8III-IV,0.957,30.437701,7.68286,52.6216,-5.94e-06,-2.986e-05,-4.818e-05,0.2472518134940012,1.0329042740471412,-4.487435427e-07,-2.19766041e-07,Ups-2,28.0,Cas,1,4412,,46.38739667560309,,,
4417,4427.0,5394.0,264.0,,27Gam Cas,Cih,0.945143,60.71674,168.3502,25.65,-3.82,-7.0,2.15,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-5.89e-06,2.01e-05,-7.77e-06,0.2474379511037043,1.0597070289510324,1.243547091e-07,-1.8519882e-08,Gam,27.0,Cas,1,4417,,3407.218616593573,Gam,2.173,2.133
4426,4436.0,5448.0,269.0,,37Mu  And,,0.945885,38.499345,39.7772,152.78,36.82,8.0,3.86,0.862,A5V,0.13,30.180673,7.630372,24.761577,-5.3e-06,2.905e-05,1.065e-05,0.2476321701104851,0.6719403219484738,7.406983412e-07,1.78508397e-07,Mu,37.0,And,1,4426,,39.37313537008504,,,
4453,4463.0,5516.0,271.0,,38Eta And,,0.953445,23.417648,70.4225,-43.72,-46.06,-10.0,4.4,0.161,G8III-IV,0.94,62.61915,15.963361,27.988017,6.5e-07,-1.524e-05,-1.849e-05,0.249611333345265,0.4087150600796662,-2.119605411e-07,-2.23305181e-07,Eta,38.0,And,1,4453,,75.09309424540648,,,
4500,4510.0,5575.0,274.0,,68    Psc,,0.963931,28.992217,198.8072,5.28,-7.77,-1.0,5.44,-1.052,G6III,1.076,168.38599,43.418942,96.360017,1.38e-06,5.61e-06,-7.05e-06,0.2523565329839204,0.5060096383873075,2.55981623e-08,-3.7670022e-08,,68.0,Psc,1,4500,,229.5091476024225,,,
4567,4577.0,5737.0,280.0,,Alp Scl,,0.976766,-29.357449,238.0952,22.44,6.3,10.0,4.3,-2.584,B7IIIp,-0.154,200.770598,52.489589,-116.727788,5.52e-06,2.821e-05,1.32e-06,0.2557168389316617,-0.5123841447464662,1.087921899e-07,3.0543261e-08,Alp,,Scl,1,4567,,941.0224835267508,Alp,4.308,4.298
4577,4587.0,5722.0,279.0,,23Phi4Cet,,0.978852,-11.379975,98.0392,-33.16,-15.02,-19.0,5.62,0.663,G7III,0.949,92.972978,24.361145,-19.344545,-1.58e-05,-2.043e-05,-3.16e-06,0.2562629233131058,-0.1986180401663725,-1.607642165e-07,-7.2819014e-08,Phi-4,23.0,Cet,1,4577,,47.29334149186517,,,
4760,4770.0,6055.0,288.0,,Xi  Scl,,1.02174,-38.916527,157.4803,66.98,49.92,-31.0,5.59,-0.396,K1III,1.185,118.171698,32.386093,-98.926985,-1.422e-05,4.912e-05,4.957e-05,0.2674909403717783,-0.6792215343338462,3.247282032e-07,2.42018989e-07,Xi,,Scl,1,4760,,125.42958923023174,,,
4819,4829.0,6192.0,295.0,,Ome Phe,,1.033838,-57.002389,120.6273,6.46,16.53,13.0,6.12,0.713,G8III,0.935,63.302589,17.564389,-101.169404,1.378e-05,7.74e-06,-5.89e-06,0.2706582170409329,-0.9948793697776164,3.13189638e-08,8.0139701e-08,Ome,,Phe,1,4819,,45.16479049291119,,,
4842,4852.0,6178.0,293.0,,Sig Scl,,1.040674,-31.552005,71.2251,81.0,15.25,-8.0,5.5,1.237,A1/A2IV,0.083,58.456761,16.332571,-37.270081,-1.159e-05,2.58e-05,8.77e-06,0.2724477121169609,-0.5506863740767475,3.926990813e-07,7.3934086e-08,Sig,,Scl,1,4842,,27.87404520323769,Sig,5.51,5.49
4879,4889.0,6118.0,291.0,,69Sig Psc,,1.046971,31.804263,132.9787,15.53,-30.38,10.0,5.5,-0.119,B9.5V,-0.043,108.793748,30.58991,70.082353,1.559e-05,1.478e-05,-1.125e-05,0.2740963678011902,0.5550891022440351,7.52915646e-08,-1.47286396e-07,Sig,69.0,Psc,1,4879,,97.18517029401686,,,
4893,4903.0,6116.0,290.0,,39    And,,1.048407,41.345157,107.2961,-16.96,-16.95,4.0,5.95,0.797,A5m,0.161,77.536715,21.832696,70.879137,1.095e-05,-6.08e-06,-3.92e-06,0.274472365536498,0.7216091249607175,-8.22244002e-08,-8.2175918e-08,,39.0,And,1,4893,,41.80228289540325,,,
4896,4906.0,6186.0,294.0,,71Eps Psc,,1.049058,7.890135,55.7414,-80.57,25.88,7.0,4.27,0.539,K0III,0.952,53.144471,14.974142,7.651854,1.181e-05,-1.929e-05,7.91e-06,0.2746427451241538,0.137708841860575,-3.906143824e-07,1.2546978e-07,Eps,71.0,Psc,1,4896,,53.01515066784589,,,
4904,4914.0,6203.0,296.0,,25    Cet,,1.050705,-4.836601,102.2495,-117.05,-102.91,15.0,5.4,0.352,K0III-IV,1.106,98.055173,27.673943,-8.621115,2.633e-05,-5.285e-05,-5.212e-05,0.2750738055988854,-0.0844146045653825,-5.674744131e-07,-4.98921758e-07,,25.0,Cet,1,4904,,62.97961479295171,,,
4970,4979.0,6288.0,301.0,,26    Cet,,1.063619,1.366846,60.1323,122.42,-40.69,6.0,6.06,2.164,F1V,0.271,57.799684,16.523894,1.43438,-3.64e-06,3.608e-05,-1.171e-05,0.2784547802029427,0.0238559668814975,5.935089077e-07,-1.97270686e-07,,26.0,Cet,1,4970,,11.868613846449191,,,
5064,5074.0,6386.0,307.0,,73    Psc,,1.081288,5.656262,199.6008,29.08,-16.31,-15.0,6.03,-0.471,K5III,1.525,190.723312,55.48,19.672665,-2.102e-05,2.319e-05,-1.722e-05,0.2830805726084102,0.0987203891102787,1.409838183e-07,-7.9073111e-08,,73.0,Psc,1,5064,,134.40022630821636,,,
5071,5081.0,6397.0,308.0,,72    Psc,,1.084821,14.946133,54.5852,6.94,53.33,4.0,5.64,1.955,F4II-III,0.42,50.625883,14.777494,14.078123,-2.1e-07,1.85e-06,1.469e-05,0.2840054664031075,0.2608592393224312,3.36460694e-08,2.58551135e-07,,72.0,Psc,1,5071,,14.387985782558452,,,
5111,5121.0,6482.0,315.0,,27    Cet,,1.093579,-9.979323,92.9368,-30.48,-34.24,12.0,6.09,1.249,K0III,1.012,87.805122,25.848577,-16.105294,1.291e-05,-1.051e-05,-1.732e-05,0.2862982000019139,-0.1741720375017849,-1.477712098e-07,-1.66000204e-07,,27.0,Cet,1,5111,,27.567666102901004,,,
5121,5131.0,6456.0,310.0,,74Psi1Psc,,1.094709,21.473181,84.317,44.3,-14.32,-3.0,5.33,0.7,A1Vn,0.003,75.264054,22.18089,30.865551,-5.8e-06,1.717e-05,-6.57e-06,0.2865942182590292,0.3747777155284588,2.147724605e-07,-6.9425319e-08,Psi-1,74.0,Psc,1,5121,,45.708818961487495,,,
5122,5132.0,6457.0,311.0,,74Psi1Psc,,1.094919,21.465442,85.9107,53.93,-12.63,-4.0,5.55,0.88,A0Vn,-0.048,76.689465,22.605555,31.438147,-8.16e-06,2.101e-05,-6.39e-06,0.2866491987751568,0.3746426462202887,2.614600179e-07,-6.1231967e-08,Psi-1,74.0,Psc,1,5122,,38.72576449216173,,,
5130,5141.0,6479.0,313.0,,77    Psc,,1.097008,4.908372,40.6339,11.75,-119.26,-7.0,6.35,3.306,F4V...,0.383,38.826644,11.467903,3.476733,-5.57e-06,7.7e-07,-2.402e-05,0.2871960384490653,0.0856672528480437,5.69656075e-08,-5.78188795e-07,,77.0,Psc,1,5130,,4.145720317867256,,,
5135,5144.0,6480.0,314.0,,77    Psc,,1.097622,4.90941,42.9553,35.56,-126.7,-10.0,7.26,4.095,F6V,0.484,41.042762,12.129628,3.67613,-9.71e-06,4.85e-06,-2.716e-05,0.287356699497767,0.0856853612343362,1.723997448e-07,-6.14258933e-07,,77.0,Psc,1,5135,,2.004472027365161,,,
5154,5165.0,6595.0,322.0,,Bet Phe,,1.101407,-46.718414,100000.0,-70.16,31.6,-1.0,3.32,-16.68,G8IIIvar,0.885,65728.03719,19495.774096,-72799.31262,0.02036281,-0.02943628,0.01050305,0.2883477037288151,-0.8153901374901737,-3.401452783e-07,1.53201123e-07,Bet,,Phe,1,5154,,409260659.730011,,,
5155,5164.0,6530.0,317.0,,28    Cet,,1.10143,-9.839354,180.8318,30.98,5.89,11.0,5.58,-0.706,A1V,0.009,170.81587,50.667538,-30.901693,3.75e-06,2.944e-05,3.16e-06,0.2883537042086845,-0.1717291251391562,1.501952782e-07,2.8555525e-08,,28.0,Cet,1,5155,,166.87835113653907,,,
5192,5204.0,6557.0,319.0,,75    Psc,,1.109341,12.956039,133.3333,13.76,27.14,8.0,6.14,0.515,G8III,0.962,124.497478,37.209234,29.893795,1.32e-06,9.68e-06,1.893e-05,0.2904247177156714,0.22612554631128,6.67103624e-08,1.31578432e-07,,75.0,Psc,1,5192,,54.20008904016238,,,
5257,5268.0,6793.0,332.0,,Iot Tuc,,1.121838,-61.775289,93.2836,73.79,-11.24,-8.0,5.36,0.511,G5III,0.884,42.22755,12.77158,-82.192076,-1.765e-05,2.952e-05,4.81e-06,0.2936964182601302,-1.0781821928142488,3.577440149e-07,-5.4493057e-08,Iot,,Tuc,1,5257,,54.40013782467271,Iot,5.387,5.327
5285,5296.0,6706.0,329.0,,30    Cet,,1.129502,-9.78555,47.1476,149.04,16.99,22.0,5.71,2.343,F7IV,0.446,44.445274,13.539556,-8.013286,1.192e-05,3.924e-05,0.0,0.2957029334552081,-0.170790072263865,7.225663095e-07,8.2369844e-08,,30.0,Cet,1,5285,,10.064680664383255,,,
5289,5300.0,6767.0,331.0,,Ups Phe,,1.129957,-41.486916,56.9476,36.0,7.85,14.0,5.21,1.433,A3V,0.159,40.806905,12.436518,-37.724964,8.74e-06,1.305e-05,-7.86e-06,0.2958221271630937,-0.7240832809936112,1.74532925e-07,3.8057873e-08,Ups,,Phe,1,5289,,23.27019378848164,,,
5299,5310.0,6695.0,328.0,,79Psi2Psc,,1.132544,20.739113,47.3037,85.43,-85.81,-2.0,5.56,2.186,A3V,0.121,42.308177,12.925365,16.750865,-8.9e-07,2.021e-05,-1.913e-05,0.2964994280428638,0.3619657978370837,4.141763273e-07,-4.16018619e-07,Psi-2,79.0,Psc,1,5299,,11.63054323328467,,,
5306,5317.0,6658.0,324.0,,41    And,,1.133559,43.942092,58.9623,160.96,-61.32,9.0,5.04,1.187,A3m,0.109,40.599499,12.415253,40.915823,4.52e-06,4.949e-05,-6.23e-06,0.2967650521158769,0.766934184732205,7.803561002e-07,-2.97287748e-07,,41.0,And,1,5306,,29.187708481971423,,,
5308,5319.0,6680.0,327.0,,78    Psc,,1.133701,32.01213,41.3907,203.71,-25.62,14.0,6.23,3.145,F5IV,0.398,33.562201,10.264583,21.941226,2.26e-06,4.344e-05,3.23e-06,0.2968021926220507,0.5587170651689399,9.876139487e-07,-1.24209264e-07,,78.0,Psc,1,5308,,4.808393484497285,,,
5325,5336.0,6582.0,321.0,Gl 53A,30Mu  Cas,,1.137477,54.92034,7.554,3421.44,-1599.27,-98.1,5.17,5.779,G5Vp,0.704,4.149699,1.274102,6.181126,-4.604e-05,0.00011693,-0.00011576,0.29779075758043,0.9585407670521964,1.6587609192e-05,-7.753479749e-06,Mu,30.0,Cas,1,5325,Gl  53,0.4250108331760469,,,
5335,5346.0,6763.0,330.0,,80    Psc,,1.1395,5.649819,35.2113,-248.4,-165.49,7.0,5.51,2.777,F0III-IV,0.334,33.492635,10.298877,3.466496,2.193e-05,-3.762e-05,-2.741e-05,0.2983203305746531,0.0986079447161087,-1.2042771825e-06,-8.02318159e-07,,80.0,Psc,1,5335,,6.748387308707568,,,
5337,5348.0,6882.0,338.0,,Zet Phe,Wurren,1.139742,-55.24576,91.5751,21.17,29.7,15.0,3.94,-0.869,B6V + B0V,-0.12,49.896436,15.346501,-75.238648,1.595e-05,1.474e-05,-5.09e-06,0.2983838460567415,-0.9642204110904488,1.026350562e-07,1.43989663e-07,Zet,,Phe,1,5337,,193.9099078614849,Zet,4.199,3.929
5353,5364.0,6805.0,334.0,GJ 3075,31Eta Cet,,1.143164,-10.182264,37.9939,215.81,-138.33,12.9,3.46,0.561,K2III,1.161,35.733354,11.025427,-6.716585,-3.61e-06,4.048e-05,-2.741e-05,0.299279571918535,-0.177714035124185,1.046276404e-06,-6.70642764e-07,Eta,31.0,Cet,1,5353,,51.95172830110675,,,
5423,5434.0,6811.0,335.0,,42Phi And,,1.158368,47.241792,219.7802,3.81,-13.02,-2.2,4.26,-2.45,B7III,0.012,142.401313,44.559066,161.368161,7.05e-06,6.46e-06,-1.107e-05,0.3032600026247607,0.8245248216760163,1.84714012e-08,-6.3122741e-08,Phi,42.0,And,1,5423,,831.7637711026708,,,
5436,5447.0,6860.0,337.0,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.07,-1.84,M0IIIvar,1.576,46.946371,14.741814,35.255129,2.23e-06,5.471e-05,-2.725e-05,0.3042617927379897,0.6216960120690613,8.512843417e-07,-5.44106393e-07,Bet,43.0,And,1,5436,,474.2419852602448,,,
5443,5454.0,6903.0,339.0,,81Psi3Psc,,1.163667,19.658408,115.4734,-4.65,9.34,-8.0,5.57,0.258,G0III,0.697,103.735655,32.618191,38.846583,-8.25e-06,-5.32e-06,2.17e-06,0.3046473717414337,0.3431039462139737,-2.25438361e-08,4.5281597e-08,Psi-3,81.0,Psc,1,5443,,68.67521061488183,,,
5474,5485.0,6976.0,346.0,,32    Cet,,1.169985,-8.906135,118.624,-19.62,-39.2,-20.0,6.4,1.029,K0III,1.029,111.738871,35.337891,-18.364886,-1.919e-05,-1.79e-05,-1.91e-05,0.3063014426961139,-0.1554413829109175,-9.51204441e-08,-1.90046962e-07,,32.0,Cet,1,5474,,33.75981048554255,,,
5482,5493.0,6920.0,340.0,,44    And,,1.17188,42.081475,52.2739,-135.76,-41.87,-11.0,5.67,2.079,F8V,0.603,36.985639,11.716968,35.033206,9.21e-06,-3.317e-05,-1.541e-05,0.3067974578982887,0.73446028982448,-6.581830527e-07,-2.02991488e-07,,44.0,And,1,5482,,12.835121968394969,,,
5498,5510.0,7014.0,347.0,,33    Cet,,1.175987,2.44567,235.2941,-8.69,-15.94,-3.0,5.97,-0.888,K4III,1.491,224.026394,71.236677,10.040475,8.2e-07,-1.014e-05,-1.83e-05,0.3078726053597976,0.042684987806125,-4.21303088e-08,-7.72793e-08,,33.0,Cet,1,5498,,197.33312795365023,,,
